Feature_id	Taxon	Confidence
37bd59befbd78b886038012a15531b12	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.998413119
abfbb47b2ad04a353709c425f1c8466f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Didymellaceae;D_10__Didymella	0.768825873
cc7b74e20f9fae5b31c33b6ad04efccc	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia)	0.99999931
d9b90fd32acae87e0b37d3c640bb2428	D_0__Eukaryota	1
69a1020713bc5be513f9b68fc09ed0fe	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.999981649
c742a44955b633775143ad392861d1da	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_6__Suessiaceae;D_7__Pelagodinium;D_8__uncultured eukaryote	0.99682104
fdd4ce9001a291f437f9acac8b796f2b	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Perkinsidae	0.762601189
71c8e0b24e13d4f1ca470bb3900de3b7	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Copepoda;D_10__Calanoida;D_11__Centropages typicus	0.99464404
f6a964302ec0b64f8393e96ce804caf5	D_0__Eukaryota;D_1__Archaeplastida;D_2__Rhodophyceae;D_3__Cyanidiales;D_4__Galdieria;D_5__Galdieria partita;D_6__Galdieria partita	0.714256282
c602526fb76d172b1f8be0690cd40143	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.998150742
92390dc2bc1db7220df153272c592a39	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.998189994
34bc3dc9b539639243b69eb713f789b3	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Oligochaeta;D_9__Haplotaxida	0.99967701
432f8c0879faa8bd72898afb3e6b159c	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_11__Poales;D_12__Alloteropsis;D_13__Sorghum bicolor (sorghum)	0.780483041
ab7561d2447d02d2e4f08156dbf257ee	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Rhabdocoela;D_9__Kalyptorhynchia;D_10__Danorhynchus sp. TJ-2014	0.991988357
a978443806aa421452a6cd0297bf115a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Chaetomiaceae;D_10__Chaetomium;D_11__Chaetomium elatum	0.823940754
4c38d3a96b91c319fcb3e94938bc40a5	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Mediophyceae;D_7__Cyclotella;D_8__Cyclotella meneghiniana	0.999240981
dee16ebddf0943f4f828f9d43afcc13e	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_5__Spirotrichea	0.780548136
ad445e22ff7b47e3ef8a41f3a02cfea4	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae;D_7__Navicula;D_8__uncultured marine eukaryote	0.846124977
73a5f5264b170d9bf091fa58d2cbfa08	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Pleosporaceae	0.953333158
1cc9f4b17e831664d9a32b3201498d28	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.99999964
48e47f16b35bd20a54d7fef92b2a3891	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Bacillariophytina;D_6__Bacillariophyceae	0.805973294
946a4c538b0ea9f3d07d029f9aed41c0	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.998278497
78d6408e09046d550b62b1e89c474709	D_0__Eukaryota;D_1__Opisthokonta	0.734767387
8f76ce98801d784d6022ed1b0073ce93	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_6__Echinodermata;D_7__Ophiuroidea	0.999992312
fc77b22533902d1202540dbbcef9b6d3	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Chromadorea;D_8__Monhysterida;D_9__Halomonhystera disjuncta	0.9999996
cdd42c12a6720ef3082f58b47905569f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Enopla;D_8__Monostilifera	0.9998001
71135983c8f052c04bbf4708fc9e8321	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.999999317
9e00c17f871248ddb333edaba19cce8d	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Saccharomycopsidaceae;D_10__Saccharomycopsis;D_11__Saccharomycopsis fibuligera	0.999999632
9d92353a37279200525484dc23d0e42e	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Catenulida;D_8__Catenulidae	0.996857418
34f9931082bb38b25c48cbcd4173887c	D_0__Eukaryota;D_1__Incertae Sedis;D_2__Telonema	0.999999946
598dcd7f2231186418a6966056032885	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Retaria;D_5__Spumellaria;D_6__uncultured	0.980857649
7fdc2ed04b3784826cc32d9c9f829782	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae	0.829129728
df70b6c9b15c4d446c3110b3e22674d2	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_8__Spermatophyta;D_9__Magnoliophyta;D_10__Phaseoleae environmental sample	0.965988051
987c96be11b43156f023d304f0a50a34	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Brassicales;D_11__Conringia;D_12__Conringia planisiliqua	0.939344252
60bd043ef6bdacbe880e8c6c63e7c116	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Retaria;D_5__Spumellaria;D_6__Rhizosphaera;D_7__uncultured marine eukaryote	0.999839419
6fbfa507342f2e6ed650f9b784f5e315	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.997162213
49da8240b2bf72da1d244c442f6202f7	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	1
81f366b42dfecbf632e0f7689420633d	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__uncultured	0.816849099
35f5b787fbbd5853a8acd8b343ef65f5	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Syndiniales Group II;D_6__uncultured dinoflagellate	0.899169953
b8357bb0be62d103955c757ff7026e7b	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Perkinsidae;D_5__Parvilucifera;D_6__uncultured eukaryote	0.999891114
8c607da534cc4543d4f0779babf52a6d	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta	1
9460fe979f798afaca1e36cf4ce6e086	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Novel Clade Gran-4	0.998748668
9ac510e7daff7825a44e01f277a63824	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_11__Neopterygii;D_12__Teleostei	0.97059065
f5c50fe7a31690cd1bc43729d08f735d	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.999135702
5836a171cbe6b15d030282c2b9b8603a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.996601175
ae8c13dd8d1e5dd422754e344923cbb8	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.999321367
386c2668fedad0706bf8bdac6c383122	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.99995293
6a8d3c2dcebf1f68bdfeddd2d0ec9f12	D_0__Eukaryota;D_1__Incertae Sedis;D_2__Telonema;D_3__uncultured eukaryote;D_4__uncultured eukaryote;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.990390837
4e4209cf6a332eb3e9df97f8abbe8bf6	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.99813797
14281a4e3d596a0bbf65432a47de70eb	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.998213873
60f1dce5206323194aabd8f445c9bf31	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_11__Neopterygii;D_12__Teleostei	0.97568567
2c7b4babbccc2c3caacc279c1bcc2121	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	0.991676187
7dedc734cd5e55c097dc8c05a22a3386	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Ericales;D_11__Androsace;D_12__Androsace occidentalis	0.742543296
6b88f021a525fa9404c215c561a8dc1c	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.999941405
330ebe4934387d713435d42ffcb20b17	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__uncultured;D_5__Oblongichytrium sp. TN6;D_6__Oblongichytrium sp. TN6	0.823891902
859e9a82b4c8231679fba4c9f10a8a19	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Colpodellida;D_5__Colpodella;D_6__uncultured alveolate	0.901670275
d54512fb07ba3707f6786e8af7be819e	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Hypotrichia;D_7__Halteria;D_8__uncultured Halteria	0.91990531
6c2f3c47bc71bba07d0e5a019bd99afe	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_7__Thaumatomonadidae;D_8__Thaumatomastix;D_9__uncultured Thaumatomastix	0.76568488
ee8377aaedea9979221d6b45ac099fa1	D_0__Eukaryota	1
07b627f0bfcac28745a0721ead33a0c2	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Mediophyceae;D_7__Cyclotella	0.999999393
8860bc04c8dbb74602089a54d7095d2d	D_0__Eukaryota	1
f955856ee147c000d8aedab58d4b0e70	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Podocopa;D_10__Podocopida;D_11__invertebrate environmental sample	0.910639636
e87a28a80ab8b8f20d93cfaa705608e3	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Solanales	0.996606541
cbde13977d00fba1094891d7d60b12bc	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.99764656
166b8651339f3ac9f00342dba0c28a72	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Diptera;D_12__Chironomus tentans	0.999896658
2c71c3a49d30f54208c993a6392b80c1	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_8__Incertae Sedis;D_9__Paramicrosporidium;D_10__uncultured eukaryote	0.999999989
9f02d132d949bb3537e6aaa964ca36a9	D_0__Eukaryota;D_1__Excavata;D_2__Discoba;D_3__Jakobida;D_4__Andalucia;D_5__Stygiella agilis;D_6__Stygiella agilis	0.81484514
869a6a97f66877b891106ad3eda2cf14	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__uncultured;D_4__uncultured alveolate;D_5__uncultured alveolate;D_6__uncultured alveolate	0.999046287
71535081a382d01205fd14518f03bf55	D_0__Eukaryota	1
ea858c80eb6d5e3abeeffe05fc7f7598	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Tetrapoda;D_11__Mammalia	0.965726444
84e6df3438ed527fd93b9b55c26e5510	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae	0.798531116
507092490180ed936f2b9c9da7155fc7	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Copepoda;D_10__Harpacticoida;D_11__Sarsameira sp. Greenland-RJH-2007	0.939307322
5b29c0f2a854d792c09966f8ddade5cf	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Ochromonadales;D_6__Paraphysomonas;D_7__uncultured eukaryote	0.998319224
7797c451b882ae4251fe5bc967418c29	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Saccharomycetaceae;D_10__Saccharomyces;D_11__Saccharomyces cerevisiae (baker's yeast)	0.783763123
dfa293e1682d790be2c0350209543056	D_0__Eukaryota	1
dde49eb7efc73e6c5d04fd380063857c	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Tetrapoda;D_11__Mammalia	0.997808241
36f30f034ac4b4ec602da19c42264e6e	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Sorodiplophrys;D_5__uncultured freshwater eukaryote;D_6__uncultured freshwater eukaryote	0.994331249
38fff897621980a5b4443c3eb5e25be9	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__uncultured;D_5__Oblongichytrium sp. BAFCcult 3519;D_6__Oblongichytrium sp. BAFCcult 3519	0.999999973
b151961b42bfd90de8d7bab4b1606393	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta	0.995570118
7ae1be968a397f1c88fd3ce11d2f7c04	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Laurales;D_11__Cryptocarya;D_12__Cryptocarya meisneriana	0.987229374
cdbeb38a54514a11d5d2e971ee4cd7d9	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Chromadorea;D_8__Desmoscolecida;D_9__Desmoscolex sp. DeCoSp2	0.87602951
f0fbbdd71cd777b049eef02029dfd845	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Tetrapoda;D_11__Mammalia;D_12__Homo sapiens (human)	0.999461162
b4db0c212f2b5df8376250b1ba7d1f47	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Retaria;D_5__Spumellaria;D_6__uncultured	0.996141289
1a2f86ddffdffc2fb4eb8c7de890aa5a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Sympoventuriaceae	0.999560043
afdeb7b3b7f68d05ae200e2e9f6d805f	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Prostomatea;D_7__Cryptocaryon;D_8__Cyclotrichium cyclokaryon	1
e0d2130bf48b6cc2e4e985388a7f692f	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Rosales	0.970960768
70111cb8654ba0f56e344885bd0f730a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.970421153
044a1f46e3bb78ce3f31e99eea05a668	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_6__Peridiniales;D_7__Protoperidinium;D_8__Protoperidinium bipes	0.999992946
7633f864fdffa18b43842f72668ea685	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__MAST-3;D_4__MAST-3A;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.999981394
90c92c43b0e07740b063f5db3c083ebb	D_0__Eukaryota;D_1__Incertae Sedis;D_2__Breviatea;D_3__Subulatomonas;D_4__uncultured eukaryote;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.999239924
fada014c9539a2d6e6b239fdc76b592a	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_5__Ebriacea;D_6__Ebria;D_7__uncultured eukaryote	0.906805823
fd633fa395fc683b1297bac5a7fab60f	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Asterales;D_11__Artemisia;D_12__Artemisia annua (sweet wormwood)	0.975138873
520eddd9eda2adf6ffbac889794e6926	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Hexacorallia;D_8__Actiniaria;D_9__Leiopathes sp. ES-2013	0.815776397
9e8568f61cf0161379f0d24a529c4f64	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Russulaceae;D_10__Russula;D_11__metagenome	0.861540566
dbaceaa75ce464d234de14b962a38b76	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta	0.98501132
5af2b658a4731f4a351a3fa789c0a31b	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.999944395
63abdd0323f8b4781fe50aafe7ce7cca	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.999999987
3ed0071b3da20e81c8d2125d6605ac55	D_0__Eukaryota;D_1__SAR	0.982858477
016ab3c65638d1ef9af991289b527a35	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia)	0.999278532
e09e17dfe0a576ca9a0c258279d16259	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.999921524
3edefcfb18a296bfda79579ae03b18f8	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_5__Cladophorales;D_6__Cladophora	0.90650445
66c36a82b0f331555397d548151acb3a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_11__Amphiesmenoptera;D_12__Lepidoptera;D_13__Spodoptera littoralis (African cotton leafworm)	0.994251238
6b17c06aaa0f83af97d9a4ff26d0f55e	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Syndiniales Group II	0.940052317
e2c9bdaa142cbb4689da56a00c4b9582	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae;D_7__Navicula;D_8__uncultured marine eukaryote	0.857913851
bea69fbebeecaa4d58cf7203717eecd0	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta	0.999999961
991cfee44d1694520781d5b7df9a8130	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta	0.999999999
424c21a798c5b16628e0585644d5c7c5	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_6__Kareniaceae;D_7__Karlodinium;D_8__uncultured marine picoplankton	0.999997066
f42b685e06f642bd43486371baa3b896	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Monogononta;D_8__Flosculariacea;D_9__Limnias ceratophylli	0.778507209
882a315bfd7a14af1d060b5a49d9944c	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Asterales;D_11__Artemisia;D_12__Artemisia annua (sweet wormwood)	0.954646768
052046f72936fa169f2d2e41cfc81bf5	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_10__Neoptera;D_11__Hymenoptera;D_12__Apis mellifera (honey bee)	0.998337762
8a43bb8e9371cd2a0752185b32f4f19d	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_8__Mucoraceae;D_9__Mucor	0.717356144
45300d84b88f1081e9c9f3fbcbf7cb5a	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lankesteria;D_8__uncultured eukaryote	0.99990609
d49632e714b00575362420da74c2a6fa	D_0__Eukaryota;D_1__Amoebozoa;D_2__Incertae Sedis;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome	0.999999999
9d5747bbfb83ab0e6d31f05b8b57f226	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_7__Scuticociliatia;D_8__Histiobalantium;D_9__Histiobalantium minor	0.999953867
f847915c2828c4b2ac5c26d065f4baac	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lecudina;D_8__uncultured eukaryote	0.999999983
7043c72ebb119e800f125196ffe543d4	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Glissomonadida;D_5__Bodomorpha;D_6__Uncultured Cercozoa	0.999999999
7195f0bdd621b63f54d290298be87154	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_5__Nephroselmidales;D_6__Nephroselmis;D_7__Nephroselmis pyriformis	0.999999993
d58074670bc561c93c9d028c4fb141c4	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Novel Clade 2;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.854041498
4eb7581970e1e7df2bd56fc928ba6641	D_0__Eukaryota;D_1__Amoebozoa;D_2__Tubulinea;D_3__Euamoebida;D_4__Hartmannella;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.999869118
7baad1bad8f6fe08fb5cf3e0fdf7328c	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata	0.988062589
17572a2ff9f2cc37cce04269e6ee8227	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Oligohymenophorea;D_7__Peritrichia;D_8__uncultured eukaryote	0.999989275
a6a152037ef696c8f77cf95190f37540	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Oligochaeta;D_9__Haplotaxida	0.999832203
1b8e93caa4284f0b8b2bdc06f585adb5	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Ochromonadales;D_6__Paraphysomonas;D_7__uncultured eukaryote	0.998487505
0c85760b190a370b22968285be176d74	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Suillaceae;D_10__Suillus;D_11__Suillus lakei	0.999930751
1a085db0a30093f0b5c2afc73522e6f5	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_4__Novel Apicomplexa Class 2;D_5__uncultured eukaryote;D_6__uncultured eukaryote	1
aa23692ceb7f58c6899fcfc20a8fa483	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Sorodiplophrys;D_5__uncultured freshwater eukaryote;D_6__uncultured freshwater eukaryote	0.994925327
3d004313bb3a91351889eb1e2a3eefc7	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Oligochaeta;D_9__Haplotaxida;D_10__Enchytraeus albidus	0.98847579
ecc1cf100bfe9321440c54e5fa0ab7d8	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae;D_7__Stauroneis;D_8__Stauroneis kriegeri	0.8207829
4e18310a0f28fe84a74f1bd45c8c7949	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Chromadorea;D_8__Desmoscolecida;D_9__Desmoscolex sp. ITDL-2011	0.999547006
5e9825ac54aa61109ab5b1c5c781b247	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Retaria;D_5__Spumellaria;D_6__uncultured;D_7__uncultured Rhizaria	0.885090965
6963b2efb08dc571e7eb8d7703642ede	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Retaria;D_5__Spumellaria;D_6__Triastrum;D_7__uncultured eukaryote	0.999998717
6fff8e3fc44486c34c742b19b7bc20e0	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Chaetomiaceae;D_10__Chaetomium	0.939362369
3febec88dbc6f8df8f3a2d755b625bcc	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__uncultured;D_4__uncultured eukaryote;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.993368261
928c6c1c291ac1a53dc202dbc8d7ef98	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Copepoda;D_10__Cyclopoida;D_11__uncultured eukaryote	0.998680316
ae3ac2e31d6a661578b10185a4ba866e	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Mediophyceae;D_7__Thalassiosira;D_8__uncultured eukaryote	0.922399066
9d450ca233f04e9e10005f36c364b5cf	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Phyllopharyngea;D_7__Suctoria;D_8__Trichodina sp. FT-2011a	0.84779706
0b9b499f986bea9ff2a49374ef30ca35	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_7__Suctoria;D_8__Tokophrya	0.700245147
f83978156425dd3746a4f29b76aac6d4	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	1
2136cd603095a65ea88f9bcb9cdc1298	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_10__Fabales;D_11__Medicago;D_12__Medicago truncatula (barrel medic)	0.862447845
d4f7e249a1d9ca2273ae776142161b93	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_11__Poales;D_12__Alloteropsis;D_13__Brachypodium distachyon (stiff brome)	0.740261904
e78a76010dc03246777b18398eb5feb3	D_0__Eukaryota;D_1__SAR	0.963132522
4eea861d49fa12f1e12495a0bd2b61e9	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_9__Polypodiales;D_10__Lonchitis;D_11__Lonchitis hirsuta	0.913072068
