"","row","col","value"
"80","D517ROV5LPC.15","D515ROV1LPC.0",0.961133144475921
"81","D515ROV1PC201.20","D515ROV1LPC.0",0.780821529745042
"82","D522ROV1PC202.20","D515ROV1LPC.0",0.838413597733711
"83","D522ROV1PC205.20","D515ROV1LPC.0",0.911359773371105
"84","D522ROV1LPC1.20","D515ROV1LPC.0",0.968186968838527
"85","D522ROV1PC203.20","D515ROV1LPC.0",0.944475920679887
"86","D522ROV1PC201.20","D515ROV1LPC.0",0.919490084985836
"87","D522ROV1PC204.20","D515ROV1LPC.0",0.372407932011331
"88","D522ROV1LPC2.20","D515ROV1LPC.0",0.977252124645892
"89","D515ROV1LPC.20","D515ROV1LPC.0",0.895779036827196
"90","D523ROV2LPC1.20","D515ROV1LPC.0",0.893371104815864
"91","D517ROV2LPC2.20","D515ROV1LPC.0",0.923456090651558
"92","D517ROV2LPC1.20","D515ROV1LPC.0",0.984249291784703
"93","D517ROV2PC203.20","D515ROV1LPC.0",0.960594900849858
"94","D523ROV2LPC2.20","D515ROV1LPC.0",0.435750708215297
"95","D523ROV2LPC3.20","D515ROV1LPC.0",0.436940509915014
"96","D519ROV2PC201.20","D515ROV1LPC.0",0.430934844192635
"97","D519ROV3PC203.20","D515ROV1LPC.0",0.954277620396601
"98","D518ROV3LPC.20","D515ROV1LPC.0",0.955694050991501
"99","D519ROV3LPC1.20","D515ROV1LPC.0",0.877592067988669
"100","D519ROV3LPC2.20","D515ROV1LPC.0",0.845325779036827
"101","D519ROV3PC204.20","D515ROV1LPC.0",0.96042492917847
"102","D517ROV5LPC.20","D515ROV1LPC.0",0.972011331444759
"103","D517ROV5PC201.20","D515ROV1LPC.0",0.866685552407932
"104","D522ROV1LPC2.25","D515ROV1LPC.0",0.792039660056657
"105","D522ROV1PC203.25","D515ROV1LPC.0",0.892237960339943
"106","D522ROV1PC201.25","D515ROV1LPC.0",0.925807365439093
"107","D515ROV1LPC.25","D515ROV1LPC.0",0.962917847025496
"108","D522ROV1PC202.25","D515ROV1LPC.0",0.924759206798867
"109","D515ROV1PC201.25","D515ROV1LPC.0",0.434249291784703
"110","D522ROV1PC205.25","D515ROV1LPC.0",0.861841359773371
"111","D522ROV1LPC1.25","D515ROV1LPC.0",0.964560906515581
"112","D522ROV1PC204.25","D515ROV1LPC.0",0.429971671388102
"113","D517ROV2LPC2.25","D515ROV1LPC.0",0.862322946175637
"114","D517ROV2PC203.25","D515ROV1LPC.0",0.85628895184136
"115","D523ROV2LPC3.25","D515ROV1LPC.0",0.424050991501416
"116","D523ROV2LPC1.25","D515ROV1LPC.0",0.865609065155807
"117","D523ROV2LPC2.25","D515ROV1LPC.0",0.435920679886686
"118","D517ROV2LPC1.25","D515ROV1LPC.0",0.934730878186969
"119","D519ROV3PC204.25","D515ROV1LPC.0",0.692266288951841
"120","D519ROV3LPC1.25","D515ROV1LPC.0",0.826798866855524
"121","D519ROV3LPC2.25","D515ROV1LPC.0",0.879235127478754
"122","D518ROV3LPC.25","D515ROV1LPC.0",0.914192634560906
"123","D517ROV5LPC.25","D515ROV1LPC.0",0.963937677053824
"124","D517ROV5PC201.25","D515ROV1LPC.0",0.807252124645892
"125","D515ROV1LPC.30","D515ROV1LPC.0",0.953909348441926
"126","D522ROV1PC202.30","D515ROV1LPC.0",0.909206798866856
"127","D522ROV1LPC1.30","D515ROV1LPC.0",0.794305949008499
"128","D522ROV1LPC2.30","D515ROV1LPC.0",0.744589235127479
"129","D522ROV1PC201.30","D515ROV1LPC.0",0.84084985835694
"130","D522ROV1PC205.30","D515ROV1LPC.0",0.893342776203966
"131","D522ROV1PC204.30","D515ROV1LPC.0",0.398838526912181
"132","D523ROV2LPC3.30","D515ROV1LPC.0",0.431869688385269
"133","D517ROV2PC203.30","D515ROV1LPC.0",0.845920679886686
"134","D523ROV2LPC1.30","D515ROV1LPC.0",0.943059490084986
"135","D517ROV2LPC2.30","D515ROV1LPC.0",0.841388101983003
"136","D517ROV2LPC1.30","D515ROV1LPC.0",0.646260623229462
"137","D523ROV2LPC2.30","D515ROV1LPC.0",0.435325779036827
"138","D519ROV3LPC2.30","D515ROV1LPC.0",0.812747875354108
"139","D518ROV3LPC.30","D515ROV1LPC.0",0.769943342776204
"140","D519ROV3LPC1.30","D515ROV1LPC.0",0.89742209631728
"141","D517ROV5LPC.30","D515ROV1LPC.0",0.932351274787535
"142","D515ROV1LPC.0","D522ROV1PC202.0",0.930226628895184
"143","D522ROV1PC202.0","D522ROV1PC202.0",0
"144","D522ROV1PC205.0","D522ROV1PC202.0",0.790368271954674
"145","D522ROV1PC201.0","D522ROV1PC202.0",0.828186968838527
"146","D522ROV1PC203.0","D522ROV1PC202.0",0.787960339943343
"147","D522ROV1LPC1.0","D522ROV1PC202.0",0.882464589235127
"148","D522ROV1LPC2.0","D522ROV1PC202.0",0.859320113314448
"149","D515ROV1PC201.0","D522ROV1PC202.0",0.820028328611898
"150","D522ROV1PC204.0","D522ROV1PC202.0",0.825212464589235
"151","D519ROV2PC201.0","D522ROV1PC202.0",0.97685552407932
"152","D517ROV2LPC2.0","D522ROV1PC202.0",0.855325779036827
"153","D523ROV2LPC2.0","D522ROV1PC202.0",0.975297450424929
"154","D517ROV2LPC1.0","D522ROV1PC202.0",0.829773371104816
"155","D517ROV2PC203.0","D522ROV1PC202.0",0.843597733711048
"156","D517ROV2PC201.0","D522ROV1PC202.0",0.877733711048159
"157","D523ROV2LPC3.0","D522ROV1PC202.0",0.983824362606232
"158","D517ROV2PC202.0","D522ROV1PC202.0",0.941983002832861
"159","D523ROV2LPC1.0","D522ROV1PC202.0",0.831331444759207
"160","D519ROV3PC201.0","D522ROV1PC202.0",0.848441926345609
"161","D519ROV3LPC1.0","D522ROV1PC202.0",0.801388101983003
"162","D518ROV3LPC.0","D522ROV1PC202.0",0.939688385269122
"163","D519ROV3PC205.0","D522ROV1PC202.0",0.944532577903683
"164","D519ROV3PC204.0","D522ROV1PC202.0",0.85314447592068
"165","D518ROV3PC202.0","D522ROV1PC202.0",0.962521246458924
"166","D519ROV3PC202.0","D522ROV1PC202.0",0.839830028328612
"167","D518ROV3PC201.0","D522ROV1PC202.0",0.885779036827195
"168","D519ROV3LPC2.0","D522ROV1PC202.0",0.78929178470255
"169","D519ROV3PC203.0","D522ROV1PC202.0",0.917337110481586
"170","D517ROV5PC201.0","D522ROV1PC202.0",0.896402266288952
"171","D517ROV5LPC.0","D522ROV1PC202.0",0.968016997167139
"172","D522ROV1PC205.10","D522ROV1PC202.0",0.794249291784703
"173","D522ROV1PC203.10","D522ROV1PC202.0",0.759490084985836
"174","D522ROV1LPC2.10","D522ROV1PC202.0",0.832039660056657
"175","D515ROV1PC201.10","D522ROV1PC202.0",0.895495750708215
"176","D522ROV1PC202.10","D522ROV1PC202.0",0.814135977337111
"177","D522ROV1PC204.10","D522ROV1PC202.0",0.942152974504249
"178","D522ROV1PC201.10","D522ROV1PC202.0",0.826203966005666
